0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
336028.0,19.4425,16.384999999999998,14.9225,15.54,21.235,12.805,15.285,23.355,4.465,5.025,0.0,19.9925,16.8325,12.7025,23.487499999999997,24.2975,17.86,19.825,5.38,22.265,11.442499999999999,9.0,129.15,83.33,122.78,143.445,128.96,122.85,146.565,186.495,92.59,71.79,60.0,111.92,118.22,160.0525,136.38,133.18,119.60749999999999,114.33,68.61749999999999,116.01,104.725,165.78
336029.0,16.275,19.7825,31.395000000000003,23.445,30.71,18.1525,20.31,9.58,4.685,4.3625,2.08,28.4075,19.25,39.3375,26.075,30.4825,16.0925,13.82,6.235,10.93,5.6,3.7800000000000002,118.65,129.41,126.13,138.2425,114.4225,142.28,137.385,193.14,112.065,90.9,20.0,119.35,110.23499999999999,137.875,147.61,110.2,97.45,0.0,98.36749999999999,92.59,0.0,84.265
336031.0,19.9925,26.6025,23.487499999999997,12.7025,24.2975,5.38,19.825,8.585,5.1,9.0,11.442499999999999,20.067500000000003,17.947499999999998,27.8375,19.385,14.950000000000001,19.072499999999998,21.835,13.33,5.27,4.13,2.425,111.92,119.55,136.38,160.0525,133.18,68.61749999999999,114.33,0.0,0.0,165.78,104.725,141.66,125.78,136.91,0.0,98.87,119.66,0.0,0.0,96.9875,166.66,96.22500000000001
336032.0,22.932499999999997,19.4525,25.03,18.295,23.98,26.485,10.3325,6.535,6.52,2.96,3.3375,19.4425,16.384999999999998,14.9225,21.235,15.54,12.805,23.355,15.285,5.735,9.075,5.025,119.02,145.38,129.55,88.23,120.54,139.6425,99.9375,134.20499999999998,105.375,0.0,55.269999999999996,129.15,83.33,122.78,128.96,143.445,122.85,186.495,146.565,0.0,110.405,71.79
336033.0,16.275,19.7825,23.445,18.1525,31.395000000000003,30.71,9.58,26.195,4.685,2.08,4.3625,25.635,18.085,18.595,17.5775,18.84,18.195,0.0,5.905,10.3275,5.73,2.1,118.65,129.41,138.2425,142.28,126.13,114.4225,193.14,122.88,112.065,20.0,90.9,127.53,0.0,119.63,157.365,0.0,114.47999999999999,0.0,0.0,128.32,132.495,0.0
336002.0,20.067500000000003,17.947499999999998,27.8375,14.950000000000001,19.385,21.835,10.88,13.33,20.6475,5.27,2.425,28.4075,22.595,30.4825,26.075,25.792499999999997,39.3375,13.82,19.25,10.93,5.6,3.7800000000000002,141.66,125.78,136.91,98.87,0.0,0.0,0.0,0.0,80.48,96.9875,96.22500000000001,119.35,0.0,110.2,147.61,126.275,137.875,0.0,110.23499999999999,92.59,0.0,84.265
336035.0,25.705,20.66,14.98,21.439999999999998,15.135,21.37,22.36,7.3725000000000005,5.74,5.08,13.125,19.9925,16.8325,26.6025,23.487499999999997,24.2975,17.86,5.38,19.825,8.585,9.0,11.442499999999999,107.98,0.0,129.195,121.34,0.0,0.0,0.0,105.76,79.9,86.50999999999999,106.69999999999999,111.92,118.22,119.55,136.38,133.18,119.60749999999999,68.61749999999999,114.33,0.0,165.78,104.725
336036.0,18.595,18.085,17.5775,24.27,18.84,13.4875,19.83,5.905,10.3275,3.64,5.73,19.4425,16.384999999999998,15.54,21.235,14.9225,12.805,29.637499999999996,17.085,8.0,4.465,5.025,119.63,0.0,157.365,137.2725,0.0,114.565,0.0,0.0,128.32,113.46000000000001,132.495,129.15,83.33,143.445,128.96,122.78,122.85,129.89249999999998,111.87,199.995,92.59,71.79
336037.0,20.067500000000003,17.947499999999998,19.072499999999998,19.385,21.835,15.197500000000002,10.88,5.27,4.13,0.0,2.425,16.275,19.7825,23.445,31.395000000000003,18.1525,30.71,26.195,4.3625,2.08,9.58,4.685,141.66,125.78,119.66,0.0,0.0,150.0,0.0,96.9875,166.66,90.0,96.22500000000001,118.65,129.41,138.2425,126.13,142.28,114.4225,122.88,90.9,20.0,193.14,112.065
336012.0,16.0925,19.25,30.4825,26.075,25.792499999999997,39.3375,13.82,6.235,10.93,5.6,3.7800000000000002,19.4425,16.384999999999998,21.235,14.9225,15.54,12.805,29.637499999999996,17.085,9.075,4.465,5.025,97.45,110.23499999999999,110.2,147.61,126.275,137.875,0.0,98.36749999999999,92.59,0.0,84.265,129.15,83.33,128.96,122.78,143.445,122.85,129.89249999999998,111.87,110.405,92.59,71.79
336019.0,19.9925,16.8325,23.487499999999997,12.7025,26.6025,8.585,5.38,17.86,9.0,11.442499999999999,9.2,18.84,19.83,19.4475,24.27,17.5775,18.595,14.19,0.0,5.73,3.64,2.1,111.92,118.22,136.38,160.0525,119.55,0.0,68.61749999999999,119.60749999999999,165.78,104.725,106.42500000000001,0.0,0.0,121.42,137.2725,157.365,119.63,109.965,0.0,132.495,113.46000000000001,0.0
336038.0,22.932499999999997,19.4525,25.03,18.295,23.98,26.485,10.3325,2.96,6.52,4.38,3.3375,25.635,18.085,10.3275,24.27,18.84,17.5775,13.4875,5.905,14.19,2.1,3.64,119.02,145.38,129.55,88.23,120.54,139.6425,99.9375,0.0,105.375,300.0,55.269999999999996,127.53,0.0,128.32,137.2725,0.0,157.365,114.565,0.0,109.965,0.0,113.46000000000001
336039.0,16.275,20.31,23.445,31.395000000000003,18.5025,30.71,18.1525,9.58,4.685,2.08,4.3625,19.9925,16.8325,26.6025,23.487499999999997,24.2975,17.86,9.2,5.38,8.585,11.442499999999999,9.0,118.65,137.385,138.2425,126.13,121.52250000000001,114.4225,142.28,193.14,112.065,20.0,90.9,111.92,118.22,119.55,136.38,133.18,119.60749999999999,106.42500000000001,68.61749999999999,0.0,104.725,165.78
336040.0,16.275,20.31,23.445,18.1525,31.395000000000003,18.5025,30.71,9.58,4.685,2.08,4.3625,19.83,18.085,18.595,24.27,17.5775,18.84,13.4875,5.905,10.3275,3.64,2.1,118.65,137.385,138.2425,142.28,126.13,121.52250000000001,114.4225,193.14,112.065,20.0,90.9,0.0,0.0,119.63,137.2725,157.365,0.0,114.565,0.0,128.32,113.46000000000001,0.0
392181.0,16.275,36.8225,23.445,13.775,31.395000000000003,16.6575,30.71,9.12,5.02,9.58,19.905,19.4425,16.384999999999998,25.03,28.925,18.165,15.54,10.56,6.2925,15.285,4.385,8.0,118.65,143.92,138.2425,126.66,126.13,139.82,114.4225,130.425,50.0,193.14,111.5925,129.15,83.33,129.55,126.11249999999998,116.41,143.445,124.13,130.0,146.565,80.7,199.995
392182.0,20.442500000000003,21.235,24.525,29.155,26.075,39.3375,13.82,6.235,10.93,3.7800000000000002,5.6,25.635,18.085,19.83,5.3575,17.5775,13.907499999999999,13.4875,5.905,14.19,2.1,0.0,138.645,128.96,122.05,141.51,147.61,137.875,0.0,98.36749999999999,92.59,84.265,0.0,127.53,0.0,0.0,0.0,157.365,123.0,114.565,0.0,109.965,0.0,0.0
392183.0,22.932499999999997,19.4525,23.98,26.427500000000002,18.295,26.485,6.4,11.445,6.52,3.375,9.165,24.265,22.925,23.487499999999997,26.6025,24.2975,17.86,5.38,18.195,5.135,9.0,5.775,119.02,145.38,120.54,135.16,88.23,139.6425,91.785,107.89,105.375,74.31,126.91499999999999,118.69,110.595,136.38,119.55,133.18,119.60749999999999,68.61749999999999,114.47999999999999,109.545,165.78,89.655
392184.0,20.067500000000003,17.947499999999998,17.27,27.8375,19.072499999999998,19.385,2.0,4.13,5.27,21.835,4.654999999999999,25.54,25.9375,20.66,23.8825,22.36,15.135,24.2575,8.125,5.945,5.74,13.125,141.66,125.78,0.0,136.91,119.66,0.0,42.855000000000004,166.66,96.9875,0.0,111.11,136.21,142.84,0.0,127.08,0.0,0.0,130.515,136.36,0.0,79.9,106.69999999999999
392185.0,6.235,21.235,28.4075,24.525,29.155,26.075,39.3375,11.475,10.93,3.7800000000000002,5.6,16.275,36.8225,23.445,31.395000000000003,13.775,18.1525,30.71,9.12,4.685,9.58,2.08,98.36749999999999,128.96,119.35,122.05,141.51,147.61,137.875,105.285,92.59,84.265,0.0,118.65,143.92,138.2425,126.13,126.66,142.28,114.4225,130.425,112.065,193.14,20.0
392186.0,24.265,22.925,17.86,26.6025,23.487499999999997,24.2975,18.195,5.38,5.135,9.0,5.775,25.54,25.9375,23.8825,20.66,25.86,22.36,24.2575,15.135,5.74,5.945,13.125,118.69,110.595,119.60749999999999,119.55,136.38,133.18,114.47999999999999,68.61749999999999,109.545,165.78,89.655,136.21,142.84,127.08,0.0,123.52499999999999,0.0,130.515,0.0,79.9,0.0,106.69999999999999
392188.0,20.442500000000003,21.235,28.4075,29.155,26.075,39.3375,11.475,11.69,6.235,5.6,3.7800000000000002,20.067500000000003,17.947499999999998,17.27,27.8375,19.072499999999998,19.385,21.835,4.654999999999999,2.0,4.13,5.27,138.645,128.96,119.35,141.51,147.61,137.875,105.285,133.365,98.36749999999999,0.0,84.265,141.66,125.78,0.0,136.91,119.66,0.0,0.0,111.11,42.855000000000004,166.66,96.9875
